timestamp,open,high,low,close,volume
2023-10-12,148.1300,148.6000,147.0100,148.3000,4554424
2023-10-11,149.1300,150.4000,148.7700,149.3400,3189787
2023-10-10,149.3900,149.5600,148.0400,148.8900,3728963
2023-10-09,148.2700,149.7500,147.1600,149.1100,2903356
2023-10-06,146.4900,149.3338,146.1200,148.2400,5370284
2023-10-05,147.9300,149.5300,147.0850,147.4500,3599472
2023-10-04,146.5700,148.0800,146.3100,147.6900,3159590
2023-10-03,147.8300,147.9900,145.3550,147.4300,4580885
2023-10-02,148.4700,148.8600,146.7200,148.2500,3827857
2023-09-29,152.4600,152.5300,148.8300,149.0600,5581666
2023-09-28,153.6400,153.8300,151.3700,152.2500,3697512
2023-09-27,153.8400,154.0000,151.6100,153.1300,3621183
2023-09-26,154.4000,154.6000,153.3300,153.9100,3936257
2023-09-25,152.4400,154.7400,151.6600,154.6500,3740015
2023-09-22,153.9000,153.9000,152.5200,152.7400,3049308
2023-09-21,153.6800,154.8500,152.6600,153.4300,3660361
2023-09-20,154.0600,154.8800,153.3700,153.6100,2744850
2023-09-19,153.8900,154.6400,151.6000,153.4900,3509954
2023-09-18,153.0800,153.9700,152.1000,153.9400,2967644
2023-09-15,152.7800,154.7000,151.9300,152.1200,8868282
2023-09-14,152.0100,154.6900,151.8000,153.6400,6337093
2023-09-13,149.4200,152.4000,149.0500,151.1600,5953685
2023-09-12,149.5000,149.6000,147.6200,149.2700,2424839
2023-09-11,148.8600,149.4050,148.4150,149.0400,2911622
2023-09-08,149.0000,149.7600,148.2000,149.0200,4339818
2023-09-07,146.1500,149.0000,145.8650,148.9100,5142242
2023-09-06,146.1000,146.1200,143.7400,145.6100,5304376
2023-09-05,148.5000,148.9600,145.8600,146.1000,3911258
2023-09-01,147.3600,148.8900,147.3600,148.2000,3357992
2023-08-31,148.3900,148.7133,146.8700,146.9600,4110696
2023-08-30,148.1200,148.8000,146.9000,148.3200,3486403
2023-08-29,147.9900,148.9101,146.5000,147.5900,3419293
2023-08-28,147.0900,148.0650,146.7700,147.4300,2807026
2023-08-25,147.0200,147.6650,146.2000,146.6900,3275300
2023-08-24,146.9200,147.8200,146.3500,146.6300,3986314
2023-08-23,148.6700,149.0000,145.9400,147.0800,5414795
2023-08-22,150.0000,150.0000,147.9700,148.2400,3209910
2023-08-21,149.7100,150.3500,148.8800,150.1600,3944923
2023-08-18,150.2900,150.9300,149.2300,150.1400,4050901
2023-08-17,151.1600,151.9050,149.9200,150.0200,5285682
2023-08-16,152.5900,153.6000,151.3800,151.5500,3214884
2023-08-15,151.5700,152.9000,150.7900,152.1200,3636397
2023-08-14,153.0200,153.1400,151.5700,152.2700,2570936
2023-08-11,151.9500,153.5000,151.7200,152.1800,3454834
2023-08-10,151.2000,152.8400,150.5700,151.4400,3275881
2023-08-09,150.4900,152.0600,149.9100,150.7700,3737349
2023-08-08,150.7800,151.7500,148.9200,149.6200,4013530
2023-08-07,148.0000,150.8800,147.8000,150.3300,3800775
2023-08-04,148.9700,150.5700,147.1600,147.7300,4231356
2023-08-03,148.9600,149.3600,148.1800,149.0500,4674396
2023-08-02,148.1100,150.5700,148.1100,149.3800,5756902
2023-08-01,150.0000,150.8700,147.8400,148.5400,4409838
2023-07-31,150.4300,150.5000,147.6200,149.5800,9109912
2023-07-28,149.9200,151.7600,148.5550,150.8500,8000588
2023-07-27,144.4800,151.3650,144.4800,148.8500,13664380
2023-07-26,141.4300,142.2800,140.5200,141.9000,5006796
2023-07-25,142.4000,142.9250,141.3200,141.6300,4778222
2023-07-24,143.1000,144.4300,142.8350,143.1800,4468729
2023-07-21,142.2000,144.1800,141.9400,143.7400,5654525
2023-07-20,138.8400,142.7200,138.5500,142.1900,7009951
2023-07-19,137.2400,138.0600,136.9500,137.6800,4784172
2023-07-18,134.8000,137.9000,134.7100,136.5800,5393007
2023-07-17,135.8200,136.2300,134.5609,134.8300,4033127
2023-07-14,134.7300,136.6150,134.1200,136.0100,5544137
2023-07-13,132.9300,134.1000,132.7000,133.5900,4631973
2023-07-12,135.8200,136.6000,134.7900,134.9800,4944072
2023-07-11,134.0000,135.7600,133.6800,135.5700,5144836
2023-07-10,135.4100,136.0900,134.0600,134.4900,5153334
2023-07-07,137.1500,137.6500,135.3450,135.5000,6873206
2023-07-06,137.4800,138.2800,136.4400,137.2500,6091193
2023-07-05,135.1800,137.8800,134.6400,137.6200,6903255
2023-07-03,134.0000,135.4300,133.1500,135.0100,2674576
2023-06-30,133.4700,135.9300,132.8000,134.7300,8711339
2023-06-29,132.3700,133.9100,132.1300,133.2300,4947633
2023-06-28,132.6000,133.1700,130.9601,132.5100,6911943
2023-06-27,134.8800,134.8800,132.5200,132.6000,7839934
2023-06-26,136.1500,136.1500,133.6900,134.9500,6468068
2023-06-23,137.3000,138.6900,135.6700,135.9200,7395593
2023-06-22,137.1500,137.9000,135.8900,137.4100,4827381
2023-06-21,136.7500,137.4300,134.6800,136.8600,5828444
2023-06-20,137.1000,138.9500,136.6600,137.8200,4868972
2023-06-16,136.7000,138.9200,136.4850,138.6400,14616004
2023-06-15,136.7500,136.8400,135.4600,135.8900,6614867
2023-06-14,138.8100,139.2700,136.0800,136.2300,6128322
2023-06-13,137.5100,138.4700,137.2000,138.3100,4229114
2023-06-12,139.5800,139.6700,136.9050,137.7300,4888612
