timestamp,open,high,low,close,volume
2023-10-18,169.7500,173.4650,168.0000,168.1100,2321526
2023-10-17,168.3100,169.7400,167.7350,169.3600,1670539
2023-10-16,165.1700,167.9850,165.0100,167.6500,1595927
2023-10-13,161.9800,164.3100,161.0500,164.2100,1548883
2023-10-12,162.8100,162.8100,159.9500,160.7300,883685
2023-10-11,162.2000,162.9200,161.0900,162.4100,905708
2023-10-10,163.4100,163.7100,160.8500,162.2300,1175870
2023-10-09,162.4200,163.7700,161.8516,163.2600,816944
2023-10-06,164.0200,164.2660,162.7800,162.9500,1354413
2023-10-05,162.2800,164.8900,162.0200,163.8800,1316713
2023-10-04,160.8200,162.5800,160.0501,162.5000,1357188
2023-10-03,161.7300,162.5200,160.5250,160.9200,1240747
2023-10-02,163.0900,163.2600,161.0400,162.2700,1120928
2023-09-29,167.7300,167.7300,162.6500,163.3100,1447223
2023-09-28,168.4200,169.0100,166.6400,167.6200,1098925
2023-09-27,167.8900,168.6250,166.3800,167.9200,1865830
2023-09-26,167.2800,168.8500,166.6400,167.9600,1010067
2023-09-25,166.3900,168.0300,166.3800,167.8400,610647
2023-09-22,168.7700,169.3800,167.7400,167.8400,933987
2023-09-21,169.0600,170.3000,168.2800,168.6100,1392639
2023-09-20,167.6700,169.8900,167.1800,168.9400,1350390
2023-09-19,167.3400,167.9250,166.3000,167.1900,1220308
2023-09-18,164.9500,167.4500,163.8500,166.8500,1244789
2023-09-15,165.7100,166.0000,164.2000,164.8000,2274058
2023-09-14,164.8200,166.0300,164.2628,165.9600,1228870
2023-09-13,163.5600,163.6000,161.7500,163.1300,1509441
2023-09-12,161.4200,163.6800,160.9700,162.7700,809095
2023-09-11,160.1000,162.2100,159.9500,161.1300,812156
2023-09-08,160.9800,161.3400,159.2100,159.8900,881271
2023-09-07,160.2500,161.9250,160.1700,160.6700,945540
2023-09-06,159.9000,161.7300,159.4950,160.6100,1098879
2023-09-05,162.3000,162.6700,160.3700,160.3900,863297
2023-09-01,162.3800,163.4100,161.9164,162.3000,724892
2023-08-31,161.7100,161.9800,160.8050,161.2300,1436893
2023-08-30,161.3500,162.3200,160.5800,161.3200,825100
2023-08-29,161.3200,161.4900,159.5300,161.2800,697219
2023-08-28,161.6500,162.3600,159.9300,160.8300,680359
2023-08-25,162.2800,162.9100,160.8800,161.6400,810394
2023-08-24,160.7200,163.2100,160.4450,161.8400,803175
2023-08-23,160.3700,161.0700,160.1171,160.9300,945012
2023-08-22,161.1700,162.1400,159.6300,159.9400,1072645
2023-08-21,162.3900,163.1000,160.0700,161.6000,1372323
2023-08-18,163.2600,163.8600,162.2400,162.4700,938375
2023-08-17,166.1700,166.6200,163.1200,163.4100,1034324
2023-08-16,163.7700,167.0300,163.5400,165.3700,1010005
2023-08-15,164.9900,165.7300,163.1500,163.4800,895186
2023-08-14,166.7600,167.0000,165.4000,166.2700,874376
2023-08-11,166.4000,167.1000,165.8200,166.8600,890114
2023-08-10,167.4300,169.0050,166.4925,166.9400,1636766
2023-08-09,167.4300,168.8000,166.6200,167.2900,1281620
2023-08-08,169.0800,169.0800,166.9400,167.8800,1130327
2023-08-07,170.0900,171.6600,169.5600,170.1200,1112731
2023-08-04,169.1300,171.1450,167.9900,168.6500,1740803
2023-08-03,171.1300,171.5900,169.3100,169.4000,1663945
2023-08-02,171.9500,172.6900,170.3100,171.1000,1376448
