timestamp,open,high,low,close,volume
2023-10-12,311.7900,311.7900,304.2100,304.3600,2295483
2023-10-11,312.3200,314.7500,309.9500,312.5400,1297987
2023-10-10,313.3600,315.4275,311.5600,312.3200,1904617
2023-10-09,309.8200,313.0900,308.3600,312.0100,1407636
2023-10-06,308.2800,315.1100,306.7200,312.1900,2441469
2023-10-05,308.8100,310.4100,305.3700,309.6600,2095480
2023-10-04,310.7400,311.0000,306.8700,309.3900,2153862
2023-10-03,307.0600,311.5500,305.5500,306.2300,2454880
2023-10-02,307.5700,308.4600,305.1100,308.2600,2063302
2023-09-29,304.3500,309.3000,302.8700,307.1100,3171682
2023-09-28,301.7500,306.6900,294.4900,300.7700,4326789
2023-09-27,312.2100,314.9800,310.6500,314.3800,2435563
2023-09-26,312.7200,314.4900,308.7300,310.6100,2343657
2023-09-25,315.5600,318.6800,314.8800,316.9900,2054716
2023-09-22,314.0400,318.6600,312.9300,316.0900,1994391
2023-09-21,314.3300,316.5200,311.6700,312.0000,1911647
2023-09-20,318.7500,323.3200,316.4500,316.8000,1693189
2023-09-19,311.1000,317.7800,311.0000,317.3300,1898803
2023-09-18,312.0000,316.7500,311.0000,315.8800,1350743
2023-09-15,316.2300,316.6900,311.4600,312.5300,3339266
2023-09-14,315.6300,316.9900,313.3000,316.5900,1903982
2023-09-13,314.2300,316.7100,312.9200,313.9100,2496302
2023-09-12,321.4500,322.4900,313.1100,314.8900,3205096
2023-09-11,327.4900,328.2300,324.4900,325.8700,1551265
2023-09-08,329.5300,330.4350,324.5300,325.4700,1416840
2023-09-07,323.9000,329.0400,323.2300,328.2000,1533029
2023-09-06,324.2500,327.7350,323.7100,326.3000,1247868
2023-09-05,327.7400,328.8800,324.4800,326.1600,1736641
2023-09-01,326.0500,328.7200,325.1000,327.7400,1732719
2023-08-31,324.8700,326.2300,323.7100,323.7700,1986297
2023-08-30,323.8100,323.9200,321.5100,323.2500,1470407
2023-08-29,320.3900,324.3700,319.5600,323.4500,1524980
2023-08-28,318.7600,322.2400,318.7350,320.9100,1236449
2023-08-25,316.6700,319.7390,314.1600,318.7600,1451550
2023-08-24,316.4000,317.8500,313.6400,314.1400,2077501
2023-08-23,310.0000,316.6850,309.2500,315.3400,1486190
2023-08-22,309.6000,310.9300,307.8700,308.9000,1139728
2023-08-21,304.2200,307.2900,303.0400,306.5100,1072382
2023-08-18,302.8400,304.8400,301.3100,302.9400,1997131
2023-08-17,308.3400,309.2063,304.7700,305.6400,1653682
2023-08-16,305.5500,310.4000,305.2600,307.6400,1212521
2023-08-15,310.8500,311.5000,306.5000,307.4000,1256124
2023-08-14,308.0400,312.4700,307.7600,311.7100,1334368
2023-08-11,307.9700,310.5000,306.1273,309.0500,1351392
2023-08-10,311.5000,314.8200,308.8700,310.4100,1862369
2023-08-09,314.5800,315.1900,310.2100,311.5300,1504532
2023-08-08,312.9300,315.3000,309.6200,315.1500,1550322
