timestamp,open,high,low,close,volume
2023-10-13,256.8600,259.8500,256.3800,258.7000,1032043
2023-10-12,261.6900,262.5500,256.6600,257.0700,1100175
2023-10-11,266.2900,266.2900,258.1300,261.3000,1693456
2023-10-10,265.0400,269.5200,263.8300,267.2300,987466
2023-10-09,261.3400,265.9000,261.2750,265.8000,690136
2023-10-06,260.2000,264.0500,258.0400,262.4200,801986
2023-10-05,259.8300,261.5900,258.8700,261.0500,821505
2023-10-04,259.5900,260.0000,256.1150,259.7200,670375
2023-10-03,257.1000,259.8700,256.5400,258.9000,1004884
2023-10-02,256.3700,258.0100,255.1500,257.7600,749175
2023-09-29,263.3600,263.9900,257.8900,258.5300,1244039
2023-09-28,259.6200,264.0400,259.6200,262.7400,1008034
2023-09-27,262.4600,263.0000,255.8800,258.8000,1188614
2023-09-26,264.3400,266.3000,260.7700,260.9400,953846
2023-09-25,265.0000,266.8600,263.5600,266.7700,961802
2023-09-22,264.4600,266.8200,264.0300,265.2000,633332
2023-09-21,266.7400,267.8200,264.7600,265.0400,988958
2023-09-20,267.5000,268.9700,266.8400,267.1300,1256521
2023-09-19,264.2100,266.8500,263.6800,265.9600,867172
2023-09-18,264.2400,266.5000,262.2200,264.5700,818398
2023-09-15,262.2400,265.6750,261.7300,263.7400,3003670
2023-09-14,266.3500,267.0000,263.4900,264.6200,1215365
2023-09-13,263.3500,265.3300,262.7150,265.0100,986992
2023-09-12,266.9900,267.3200,262.7396,263.7000,1111717
2023-09-11,267.2300,268.6300,263.9900,267.1800,1205458
2023-09-08,266.5300,267.5200,263.2100,266.7600,1182936
2023-09-07,266.9800,269.4400,265.9001,267.0600,1045370
2023-09-06,271.8800,272.1350,261.1000,266.6400,2460599
2023-09-05,278.4500,278.4500,272.3550,272.8800,1211166
2023-09-01,281.0000,281.0000,277.6600,278.4600,834520
2023-08-31,280.8000,281.8600,278.6100,279.4500,1103337
2023-08-30,282.2000,283.5000,279.5900,280.3000,931912
2023-08-29,282.1200,282.4100,280.3550,281.4700,878200
2023-08-28,281.3100,282.6200,280.5600,281.5500,838479
2023-08-25,277.7800,281.8450,277.1500,280.0100,1342984
2023-08-24,277.1900,279.6800,276.9600,277.0000,859648
2023-08-23,277.1800,277.4900,275.3250,277.0800,868682
2023-08-22,275.9200,277.3200,272.5800,275.7000,1032759
2023-08-21,273.4500,276.2500,272.4500,275.6200,1070322
2023-08-18,274.6100,275.8500,272.5900,273.6900,974402
2023-08-17,277.1300,277.1300,274.8000,275.5400,924812
2023-08-16,278.2900,279.0800,276.2900,276.7500,814713
2023-08-15,282.0200,282.9050,279.5300,279.6600,811859
2023-08-14,282.0600,283.7800,280.4800,282.6500,1077845
2023-08-11,277.4100,282.5300,276.1100,282.3100,1325387
2023-08-10,282.0000,283.1900,277.0700,277.2300,1282114
2023-08-09,279.0600,284.4800,279.0600,281.5300,2048619
2023-08-08,276.2700,282.4950,274.3350,281.1000,2522944
2023-08-07,271.4000,277.1900,271.0513,275.2200,1477042
2023-08-04,268.2500,274.7050,267.1500,270.7900,1521591
