timestamp,open,high,low,close,volume
2023-10-12 19:00:00,233.4400,233.4400,233.4400,233.4400,79115
2023-10-12 18:30:00,233.4400,233.4400,233.4400,233.4400,79115
2023-10-12 17:05:00,233.2600,233.2600,233.0000,233.0000,17
2023-10-12 16:50:00,233.4400,233.4400,233.4400,233.4400,4524
2023-10-12 16:20:00,233.4400,233.4400,233.4400,233.4400,1695
2023-10-12 16:10:00,233.4400,233.4400,233.4400,233.4400,79115
2023-10-12 16:05:00,233.4400,233.4400,233.4400,233.4400,1700
2023-10-12 16:00:00,233.6500,233.6500,232.1300,232.1300,203146
2023-10-12 15:55:00,233.5400,233.8600,233.4300,233.4400,46586
2023-10-12 15:50:00,233.5900,233.9600,233.5500,233.5600,35834
2023-10-12 15:45:00,233.8200,233.8400,233.6200,233.6700,9085
2023-10-12 15:40:00,233.9500,233.9500,233.7100,233.7900,14545
2023-10-12 15:35:00,233.8550,233.9600,233.8100,233.9200,6078
2023-10-12 15:30:00,233.7400,233.9300,233.7000,233.7900,6071
2023-10-12 15:25:00,233.6600,233.7100,233.5850,233.7100,6301
2023-10-12 15:20:00,233.7700,233.8800,233.6500,233.7050,4940
2023-10-12 15:15:00,233.7600,233.8800,233.6700,233.8200,5584
2023-10-12 15:10:00,233.5900,233.7950,233.5600,233.7950,3824
2023-10-12 15:05:00,233.5900,233.6400,233.5300,233.6400,3080
2023-10-12 15:00:00,233.5000,233.7190,233.5000,233.6500,3979
2023-10-12 14:55:00,233.4700,233.4800,233.3800,233.4800,2683
2023-10-12 14:50:00,233.3750,233.5100,233.3750,233.4400,3681
2023-10-12 14:45:00,233.2900,233.3250,233.2900,233.3050,1299
2023-10-12 14:40:00,233.2850,233.4100,233.1850,233.4100,3374
2023-10-12 14:35:00,233.3900,233.4700,233.2400,233.2900,3801
2023-10-12 14:30:00,233.2500,233.3400,233.2000,233.3400,3000
2023-10-12 14:25:00,233.3750,233.3830,233.1600,233.2020,4014
2023-10-12 14:20:00,233.0250,233.4300,233.0250,233.1900,2002
2023-10-12 14:15:00,233.0400,233.0400,232.8880,233.0000,2872
2023-10-12 14:10:00,232.9000,233.0000,232.9000,232.9850,2566
2023-10-12 14:05:00,233.1850,233.1850,232.8900,232.8900,1226
2023-10-12 14:00:00,233.2300,233.3900,233.1500,233.1500,4622
2023-10-12 13:55:00,233.4800,233.4800,233.2100,233.2100,6079
2023-10-12 13:50:00,233.5000,233.5900,233.4300,233.4300,4006
2023-10-12 13:45:00,233.5200,233.7100,233.5200,233.5300,2332
2023-10-12 13:40:00,233.6100,233.6420,233.5850,233.5850,1785
2023-10-12 13:35:00,233.6500,233.8650,233.6500,233.6500,2472
2023-10-12 13:30:00,234.0300,234.0600,233.8200,233.8200,4285
2023-10-12 13:25:00,234.2500,234.3700,234.0500,234.0500,3616
2023-10-12 13:20:00,234.2600,234.3600,234.2100,234.2500,2036
2023-10-12 13:15:00,234.4700,234.4700,234.2600,234.3200,2700
2023-10-12 13:10:00,234.5400,234.6350,234.4100,234.5700,3306
2023-10-12 13:05:00,234.9800,234.9800,234.4600,234.5450,4878
2023-10-12 13:00:00,235.4600,235.4600,234.9700,235.0700,4418
2023-10-12 12:55:00,235.6000,235.6100,235.4800,235.4900,1903
2023-10-12 12:50:00,235.6300,235.7600,235.6300,235.7600,929
